"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"Escala 6x1: Deputado do PL critica modelo e diz que debate &quot;não é questão de ideologia&quot;","O POVO","https://www.youtube.com/watch?v=cWDj7jx4FTM","Principal","Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // DEBATE QUENTE sobre a ESCALA 6X1 - ARTHUR DO VAL X ALFREDINHO // Escala 6x1: O Que Ninguém Te Conta Sobre Seus Direitos e o Que Pode Mudar em Breve! // URGENTE: A Escala 6x1 vai acabar? // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // Fim da escala 6x1 virou tema &#39;incontornável&#39; no Congresso após pressão da sociedade, diz Boulos // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // JAMAIS TRABALHE NA ESCALA 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // O FIM DA ESCALA 6X1 (ninguém quer trabalhar😢) // PEC do fim da escala 6x1 é uma farsa // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // ESCALA 6x1 // Escala 6x1: eu sou contra! // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // Noubari - escala 6x1 // A escala 6x1 vai continuar e não haverá mudanças // ESCALA 6x1 #shorts // MAMÃE FALEI DEBATE CONTRA ESCALA 6X1 | CORTES // A Escala 6x1 não é sua Verdadeira Inimiga // Fim da escala 6x1 e o Deputado Marco Feliciano // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // FIM DA ESCALA 6x1 // Fim da escala 6x1 #escala6x1 // ","transcriptions.txt","1577","400","27742","2024-11-16"
"REAGINDO AS PIORES OPINIÕES sobre ESCALA 6X1!","Cortes do Broxada [OFICIAL]","https://www.youtube.com/watch?v=QEF41iXLf-8","Principal","","transcriptions.txt","5270","378","70902","2024-11-15"
"FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline","GZH","https://www.youtube.com/watch?v=moqErEmhEtc","Principal","FIM DA ESCALA 6X1 // A PEC do FIM da ESCALA 6x1! // 6x1: entenda o projeto que pede o fim da escala 6x1 | Leonardo Sakamoto // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // FIM DA ESCALA DE TRABALHO 6x1: o que está sendo proposto? Como começou o movimento? ESTADÃO EXPLICA // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // A QUEDA DA ESCALA 6x1: LEO PICON vs ERIKA HILTON? (Precisamos falar sobre o Brasil) // URGENTE: A Escala 6x1 vai acabar? // Escala 6x1: Luana Piovani defende PEC e critica os &#39;ricos de direita&#39;: &#39;Por que não têm compaixão?&#39; // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: Redução de jornada é tendência, mas, por meio de lei, eleva informalidade, diz Landim // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // O FIM DA JORNADA 6x1... TUDO O QUE VOCÊ PRECISA SABER! // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // Fim da escala 6x1 | Parte 1 // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // Fim da escala 6x1 | Entenda agora // Vereador eleito no Rio com proposta contra escala 6x1 celebra repercussão: ‘Sonhei com esse dia’ // Fim da escala 6x1? PEC propõe diminuição da jornada de trabalho // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // Trabalhadora em escala 6x1 explica por que apoia PEC: &#39;Quero criar memórias com a minha filha&#39; // PEC do fim da escala 6x1 é uma farsa // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // Senador Cleitinho (PL-MG) discursa em apoio a PEC do fim da escala 6x1 | O POVO NEWS // NANDO MOURA CONTRA A ESCALA 6X1 // Escala 6x1: eu sou contra! // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // POR QUE acabar com a JORNADA 6x1? Advogado comenta A PEC DO FIM DA ESCALA 6X1 // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Como SAIR da ESCALA 6X1 para sempre // tentando SER FELIZ mesmo na ESCALA 6X1! #curiosidades #trabalho // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Fim da escala 6x1! Trabalhadores unidos! // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // A escala 6x1 é desumana! - Pt 2 @paulovcoach #paulovieiracortes #clt #6x1 #escala6x1 #trabalho // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // Desabafo de um jovem trabalhador na escala 6x1 // Fim da escala 6x1 // ","transcriptions.txt","195","332","8107","2024-11-11"
"Zema sobre escala 6x1: Deveria ficar a cargo da empresa e do trabalhador | CNN 360º","CNN Brasil","https://www.youtube.com/watch?v=kER1SrQdij0","Principal","Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // Escala 6x1 vale a pena? #6x1 #escala6x1 // ","transcriptions.txt","56","62","2892","2024-11-12"
"RAIDEN É A FAVOR DO FIM DA ESCALA 6X1","badshinji","https://www.youtube.com/watch?v=CeGhTQ1Z8ZU","Principal","ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // Noubari - escala 6x1 // ","transcriptions.txt","7726","239","43868","2024-11-14"
"ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’","UOL Esporte","https://www.youtube.com/watch?v=o6W-GHVvOg0","Principal","5 Provas que a Escala 6x1 é melhor que a 4x3 // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // Clarissa Oliveira: Forte nas redes, PEC contra escala 6x1 ainda engatinha | LIVE CNN // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // FUI NAS RUAS PELO FIM DA ESCALA 6X1 // Fim da escala 6x1 | Parte 1 // NÃO TEM POBREZA QUE RESISTA A 14 HORAS DE TRABALHO (Escala 6X1) // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // RAIDEN É A FAVOR DO FIM DA ESCALA 6X1 // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // Alexandre Garcia: PEC que acaba com escala de trabalho 6x1 é burra // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // NANDO MOURA CONTRA A ESCALA 6X1 // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // tentando SER FELIZ mesmo na ESCALA 6X1! #curiosidades #trabalho // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // SACANI MANDA A REAL SOBRE PEC CONTRA ESCALA 6X1 // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // VOCÊ APOIA A ESCALA 6x1? #chefe #humor #esposa // A escala 6x1 vai continuar e não haverá mudanças // A verdade sobre CLT e a escala 6x1(as empresas não querem que você saiba disso) // ESCALA 6x1 #shorts // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // Escala 6x1: Por Que Não Tenho Escolha // A Escala 6x1 não é sua Verdadeira Inimiga // A escala 6x1 tem que acabar no BOSTIL! // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // Escala 6x1 part2 // A ESCALA 6x1 ESTÁ ACABANDO COM VOCÊ? // Desabafo de um jovem trabalhador na escala 6x1 // Escala 6x1 // Fim da escala 6x1 #escala6x1 // Escala 6X1 😰#6x1 // #noticias #escala #6x1 #pec #constituicaofederal #fim // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // Fim da escala 6x1 // ","transcriptions.txt","113","120","3765","2024-11-13"
"Campos Neto volta a fazer críticas à PEC contra escala 6x1: “Vai contra reforma que foi feita”","Jovem Pan  - 3 em 1","https://www.youtube.com/watch?v=xhGcnvXOgEw","Principal","Pressão pelo fim da escala 6x1 faz número de deputados a favor crescerem // PROJETO DE FIM DA ESCALA 6X1 É IMPULSIONADO PELAS REDES SOCIAIS E PRESSIONA CONGRESSO NACIONAL // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // Escala 6x1: Deputado do PT defende jornada de 36 horas e propõe transição: &#39;Não tem custo&#39; // FIM DA ESCALA DE TRABALHO 6X1 &#39;IRIA ANULAR REFORMA TRABALHISTA&quot;, DIZ PRESIDENTE DO BANCO CENTRAL // PEC da escala 6x1: Nikolas Ferreira é cobrado por não assinar texto // Escala 6x1: Com PEC, PSOL sai das cordas e consegue emplacar pauta antissistema, diz Josias de Souza // Argumentos contra o fim da escala 6x1 repetem falas já usadas // Jussara Soares: PEC que determina fim da escala 6x1 pressiona direita e surpreende governo | CNN 360 // Kim Kataguiri fala de escala 6x1 e governo Lula // ESCALA 6X1: PEC QUE QUER REDUZIR JORNADA DE TRABALHO CONSEGUE ASSINATURAS PARA SER PROTOCOLADO // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // TREZOITAO É A FAVOR DA ESCALA 6X1? // ","transcriptions.txt","43","28","1677","2024-11-19"
"Escala 6x1: JADE PICON se posiciona após fala POLÊMICA do irmão; veja vídeo","Splash","https://www.youtube.com/watch?v=hdPK5LGtlj0","Principal","O Fim da Escala 6 X 1 // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // 2 passos para TANKAR e SAIR da ESCALA 6x1 // FIM DA ESCALA 6X1 // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // ","transcriptions.txt","163","37","8222","2024-11-13"
"Luana Piovani se manifesta contra escala 6x1","DCM TV","https://www.youtube.com/watch?v=nZusMLb0H-A","Principal","Eduardo Moreira: É fundamental abraçar a luta pelo fim da escala 6x1 de trabalho // Escala 6x1: Luana Piovani defende PEC e critica os &#39;ricos de direita&#39;: &#39;Por que não têm compaixão?&#39; // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // Luana Piovani critica &#39;ricos de direita&#39; e defende fim da escala 6x1: &#39;Por que não tem compaixão?&#39; // Felipe Neto, Léo Picon, Luana Piovani, Popozuda e mais famosos se manifestam sobre fim da escala 6x1 // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // ","transcriptions.txt","728","61","4041","2024-11-12"
"Fim da escala 6x1: saiba quem é o único deputado do PL que assinou PEC","Terra Brasil","https://www.youtube.com/watch?v=LenV9aYD1yw","Principal","PEC pelo fim da escala 6x1 atinge assinaturas necessárias para tramitar no Câmara dos Deputados // Fim da escala 6x1: veja quais deputados já assinaram a PEC // E quem não é a favor do fim da escala 6x1? // Fim da escala 6x1 - SP // Fim da Escala 6X1 // ","transcriptions.txt","1274","460","103006","2024-11-12"
"A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida","Nathan M.B.C","https://www.youtube.com/watch?v=ZGsHxazmZVM","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // ANALISANDO AS POLÊMICAS (E MEMES) SOBRE A ESCALA 6X1 | Diva Depressão // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // FIM DA ESCALA 6x1! #politica #beaduarte // Cortella e Alexandre Schwartsman analisam manifestações pelo fim da escala 6x1 // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // Igão DISCUTE sobre FIM DA ESCALA 6X1 com PSIQUIATRA // URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // Fim da escala 6x1 | Parte 1 // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // ESPOSA DE DEYVERSON OPINA SOBRE ESCALA 6X1: ‘SERÁ QUE A CULPA É DO SEU CHEFE?’ // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // ESCALA 6X1: Impactos no CORPO e na MENTE | ANA BEATRIZ // Humanizei a Escala 6x1 #shorts // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // FIM DA ESCALA 6X1 ! // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // PEC do Fim da Escala 6x1: O Que Muda para os Trabalhadores? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // 2 passos para TANKAR e SAIR da ESCALA 6x1 // ESCALA 6x1 #shorts // A Escala 6x1 não é sua Verdadeira Inimiga // A escala 6x1 tem que acabar no BOSTIL! // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // Fim da escala 6X1 // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // Desabafo de um jovem trabalhador na escala 6x1 // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // Fim da escala 6x1 // ","transcriptions.txt","12089","1055","83232","2024-11-22"
"🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA","HERMINIO SABALLA","https://www.youtube.com/watch?v=4dHqBx3xgQA","Principal","A PEC do FIM da ESCALA 6x1! // O Fim da Escala 6 X 1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // a TRUE por trás da escala 6x1 // FIM DA ESCALA DE TRABALHO 6x1: o que está sendo proposto? Como começou o movimento? ESTADÃO EXPLICA // Fim da escala 6x1 vai &quot;quebrar a economia&quot; ? // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Refutando as mentiras de Nikolas Ferreira sobre o fim da escala 6x1 // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // Desabafo REAL Sobre a Escala 6x1: Vale a Pena? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // Por que a proposta do fim da escala 6x1 é a 4x3? // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // PEC do fim da escala 6x1 é uma farsa // A campanha do Brasil 247 para manter a escala 6x1 // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // SENADOR DE EXTREMA DIREITA É CONTRA ESCALA 6X1 E A FAVOR DOS TRABALHADORES | Galãs Feios // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // A maioria do povo brasileiro quer o fim da escala 6x1 // DESABAFO DA ESCALA 6X1 // 2 passos para TANKAR e SAIR da ESCALA 6x1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // FIM DA ESCALA 6x1 // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // ","transcriptions.txt","779","177","9344","2024-07-03"
"PEC pelo fim da escala 6x1 atinge assinaturas necessárias para tramitar no Câmara dos Deputados","Terra Brasil","https://www.youtube.com/watch?v=2tMKjJHtDvo","Principal","Fim da escala 6x1: saiba quem é o único deputado do PL que assinou PEC // Fim da escala 6x1: veja quais deputados já assinaram a PEC // ","transcriptions.txt","3041","1302","103201","2024-11-13"
"PEC contra escala 6x1 pode não conseguir 4x3, mas abre caminho para o 5x2 | Leonardo Sakamoto","UOL","https://www.youtube.com/watch?v=aGXD1FrmWtQ","Principal","6x1: entenda o projeto que pede o fim da escala 6x1 | Leonardo Sakamoto // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // ","transcriptions.txt","335","146","7635","2024-11-12"
"Léo Picon REAGE após &#39;massacre&#39; por fala sobre ESCALA 6x1 e diz que não é contra os trabalhadores","Splash","https://www.youtube.com/watch?v=JgWwb7sIF1Q","Principal","Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // Fim da escala 6x1: PEC atinge assinaturas necessárias | Chega Mais Notícias (13/11/24) // Léo picon fala a favor da ESCALA 6X1 // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // SUBCELEBRIDADE, MOURÃO E NIKOLAS SÃO A FAVOR DA ESCALA 6X1 E IRRITAM SEGUIDORES | Galãs Feios // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6X1 ! // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // O FIM DA ESCALA 6X1 | NIKOLAS FERREIRA | // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // JOVEM PAN ACOLHE LÉO PICON APÓS MASSACRE SOBRE ESCALA 6x1: &quot;A GENTE TEM QUE ENTENDER O EMPRESÁRIO&quot; // Estou revoltado! com essa escala 6x1 (O início de tudo) // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ","transcriptions.txt","75","86","4431","2024-11-13"
